Match,TeamInnings,Battingposition,batsmanName,Runs,Balls,Fours,Sixes,SR,Out_Status,Matchlink
DC vs SRH,DC,10,Kuldeep Yadav,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
DC vs SRH,DC,11,Mukesh Kumar,0,2,0,0,0.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-sunrisers-hyderabad-35th-match-1426273/full-scorecard
CSK vs LSG,CSK,1,Ajinkya Rahane,36,24,5,1,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,2,Rachin Ravindra,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,3,Ruturaj Gaikwad (c),17,13,1,0,130.76,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,4,Ravindra Jadeja,57,40,5,1,142.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,5,Shivam Dube,3,8,0,0,37.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,6,Sameer Rizvi,1,5,0,0,20.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,7,Moeen Ali,30,20,0,3,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
CSK vs LSG,CSK,8,MS Dhoni ,28,9,3,2,311.11,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,LSG,1,Quinton de Kock,54,43,5,1,125.58,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,LSG,2,KL Rahul (c),82,53,9,3,154.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,LSG,3,Nicholas Pooran,23,12,3,1,191.66,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
LSG vs CSK,LSG,4,Marcus Stoinis,8,7,1,0,114.28,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-chennai-super-kings-34th-match-1426272/full-scorecard
MI vs PBKS,MI,1,Ishan Kishan ,8,8,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,2,Rohit Sharma,36,25,2,3,144.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,3,Suryakumar Yadav,78,53,7,3,147.16,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,4,Tilak Varma,34,18,2,2,188.88,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,5,Hardik Pandya (c),10,6,0,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,6,Tim David,14,7,2,1,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,7,Romario Shepherd,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
MI vs PBKS,MI,8,Mohammad Nabi,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,1,Sam Curran (c),6,7,1,0,85.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,2,Prabhsimran Singh,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,3,Rilee Rossouw,1,3,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,4,Liam Livingstone,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,5,Harpreet Singh,13,15,2,0,86.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,6,Shashank Singh,41,25,2,3,164.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,7,Jitesh Sharma ,9,9,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,8,Ashutosh Sharma,61,28,2,7,217.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,9,Harpreet Brar,21,20,2,1,105.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,10,Harshal Patel,1,4,0,0,25.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
PBKS vs MI,PBKS,11,Kagiso Rabada,8,3,0,1,266.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-mumbai-indians-33rd-match-1426271/full-scorecard
GT vs DC,GT,1,Wriddhiman Saha ,2,10,0,0,20.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,2,Shubman Gill (c),8,6,2,0,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,3,Sai Sudharsan,12,9,2,0,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,4,David Miller,2,6,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,5,Abhinav Manohar,8,14,1,0,57.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,6,Rahul Tewatia,10,15,1,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,7,M Shahrukh Khan,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,8,Rashid Khan,31,24,2,1,129.16,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,9,Mohit Sharma,2,14,0,0,14.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,10,Noor Ahmad,1,7,0,0,14.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
GT vs DC,GT,11,Spencer Johnson,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,1,Prithvi Shaw,7,6,1,0,116.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,2,Jake Fraser-McGurk,20,10,2,2,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,3,Abishek Porel,15,7,2,1,214.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,4,Shai Hope,19,10,1,2,190.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,5,Rishabh Pant (c),16,11,1,1,145.45,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
DC vs GT,DC,6,Sumit Kumar,9,9,2,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-delhi-capitals-32nd-match-1426270/full-scorecard
KKR vs RR,KKR,1,Phil Salt ,10,13,1,0,76.92,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,2,Sunil Narine,109,56,13,6,194.64,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,3,Angkrish Raghuvanshi,30,18,5,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,4,Shreyas Iyer (c),11,7,1,1,157.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,5,Andre Russell,13,10,2,0,130.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,6,Rinku Singh,20,9,1,2,222.22,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,7,Venkatesh Iyer,8,6,1,0,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
KKR vs RR,KKR,8,Ramandeep Singh,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,1,Yashasvi Jaiswal,19,9,3,1,211.11,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,2,Jos Buttler,107,60,9,6,178.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,3,Sanju Samson (c),12,8,2,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,4,Riyan Parag,34,14,4,2,242.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,5,Dhruv Jurel,2,4,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,6,Ravichandran Ashwin,8,11,1,0,72.72,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,7,Shimron Hetmyer,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,8,Rovman Powell,26,13,1,3,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,9,Trent Boult,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
RR vs KKR,RR,10,Avesh Khan,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-rajasthan-royals-31st-match-1426269/full-scorecard
SRH vs RCB,SRH,1,Abhishek Sharma,34,22,2,2,154.54,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,SRH,2,Travis Head,102,41,9,8,248.78,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,SRH,3,Heinrich Klaasen ,67,31,2,7,216.12,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,SRH,4,Aiden Markram,32,17,2,2,188.23,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
SRH vs RCB,SRH,5,Abdul Samad,37,10,4,3,370.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,1,Virat Kohli,42,20,6,2,210.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,2,Faf du Plessis (c),62,28,7,4,221.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,3,Will Jacks,7,4,1,0,175.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,4,Rajat Patidar,9,5,0,1,180.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,5,Saurav Chauhan,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,6,Dinesh Karthik ,83,35,5,7,237.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,7,Mahipal Lomror,19,11,0,2,172.72,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,8,Anuj Rawat,25,14,5,0,178.57,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
RCB vs SRH,RCB,9,Vijaykumar Vyshak,1,2,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-1426268/full-scorecard
CSK vs MI,CSK,1,Ajinkya Rahane,5,8,1,0,62.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,CSK,2,Rachin Ravindra,21,16,2,1,131.25,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,CSK,3,Ruturaj Gaikwad (c),69,40,5,5,172.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,CSK,4,Shivam Dube,66,38,10,2,173.68,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,CSK,5,Daryl Mitchell,17,14,1,0,121.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
CSK vs MI,CSK,6,MS Dhoni ,20,4,0,3,500.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,1,Rohit Sharma,105,63,11,5,166.66,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,2,Ishan Kishan ,23,15,3,1,153.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,3,Suryakumar Yadav,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,4,Tilak Varma,31,20,5,0,155.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,5,Hardik Pandya (c),2,6,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,6,Tim David,13,5,0,2,260.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,7,Romario Shepherd,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
MI vs CSK,MI,8,Mohammad Nabi,4,7,0,0,57.14,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-chennai-super-kings-29th-match-1426267/full-scorecard
LSG vs KKR,LSG,1,Quinton de Kock,10,8,2,0,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,2,KL Rahul (c),39,27,3,2,144.44,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,3,Deepak Hooda,8,10,1,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,4,Ayush Badoni,29,27,2,1,107.40,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,5,Marcus Stoinis,10,5,2,0,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,6,Nicholas Pooran,45,32,2,4,140.62,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,7,Krunal Pandya,7,8,0,0,87.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
LSG vs KKR,LSG,8,Arshad Khan,5,4,1,0,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,KKR,1,Phil Salt ,89,47,14,3,189.36,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,KKR,2,Sunil Narine,6,6,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,KKR,3,Angkrish Raghuvanshi,7,6,0,1,116.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
KKR vs LSG,KKR,4,Shreyas Iyer (c),38,38,6,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-1426266/full-scorecard
PBKS vs RR,PBKS,1,Atharva Taide,15,12,2,0,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,2,Jonny Bairstow,15,19,1,0,78.94,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,3,Prabhsimran Singh,10,14,1,0,71.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,4,Sam Curran (c),6,10,0,0,60.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,5,Jitesh Sharma ,29,24,1,2,120.83,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,6,Shashank Singh,9,9,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,7,Liam Livingstone,21,14,2,1,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,8,Ashutosh Sharma,31,16,1,3,193.75,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
PBKS vs RR,PBKS,9,Harpreet Brar,3,3,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,1,Yashasvi Jaiswal,39,28,4,0,139.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,2,Tanush Kotian,24,31,3,0,77.41,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,3,Sanju Samson (c),18,14,1,1,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,4,Riyan Parag,23,18,1,1,127.77,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,5,Dhruv Jurel,6,11,0,0,54.54,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,6,Shimron Hetmyer,27,10,1,3,270.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,7,Rovman Powell,11,5,2,0,220.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,8,Keshav Maharaj,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
RR vs PBKS,RR,9,Trent Boult,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-rajasthan-royals-27th-match-1426265/full-scorecard
LSG vs DC,LSG,1,Quinton de Kock,19,13,4,0,146.15,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,LSG,2,KL Rahul (c),39,22,5,1,177.27,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,LSG,3,Devdutt Padikkal,3,6,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,LSG,4,Marcus Stoinis,8,10,1,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,LSG,5,Nicholas Pooran,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,LSG,6,Deepak Hooda,10,13,0,0,76.92,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
