Match,TeamInnings,Battingposition,batsmanName,Runs,Balls,Fours,Sixes,SR,Out_Status,Matchlink
MI vs LSG,MI,8,Mohammad Nabi,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,9,Gerald Coetzee,1,2,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,1,KL Rahul (c),28,22,3,1,127.27,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,2,Arshin Kulkarni,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,3,Marcus Stoinis,62,45,7,2,137.77,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,4,Deepak Hooda,18,18,2,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,5,Nicholas Pooran,14,14,1,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,6,Ashton Turner,5,9,0,0,55.55,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,7,Ayush Badoni,6,6,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
LSG vs MI,LSG,8,Krunal Pandya,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
DC vs KKR,DC,1,Prithvi Shaw,13,7,3,0,185.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,2,Jake Fraser-McGurk,12,7,1,1,171.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,3,Abishek Porel,18,15,2,1,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,4,Shai Hope,6,3,0,1,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,5,Rishabh Pant (c),27,20,2,1,135.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,6,Axar Patel,15,21,2,0,71.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,7,Tristan Stubbs,4,7,0,0,57.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,8,Kumar Kushagra,1,3,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,9,Kuldeep Yadav,35,26,5,1,134.61,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,10,Rasikh Salam,8,10,1,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
DC vs KKR,DC,11,Lizaad Williams,1,2,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
KKR vs DC,KKR,1,Phil Salt ,68,33,7,5,206.06,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
KKR vs DC,KKR,2,Sunil Narine,15,10,3,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
KKR vs DC,KKR,3,Rinku Singh,11,11,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
KKR vs DC,KKR,4,Shreyas Iyer (c),33,23,3,1,143.47,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
KKR vs DC,KKR,5,Venkatesh Iyer,26,23,2,1,113.04,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-delhi-capitals-47th-match-1426285/full-scorecard
CSK vs SRH,CSK,1,Ajinkya Rahane,9,12,1,0,75.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,CSK,2,Ruturaj Gaikwad (c),98,54,10,3,181.48,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,CSK,3,Daryl Mitchell,52,32,7,1,162.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,CSK,4,Shivam Dube,39,20,1,4,195.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,CSK,5,MS Dhoni ,5,2,1,0,250.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,1,Travis Head,13,7,1,1,185.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,2,Abhishek Sharma,15,9,1,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,3,Anmolpreet Singh,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,4,Aiden Markram,32,26,4,0,123.07,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,5,Nitish Kumar Reddy,15,15,0,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,6,Heinrich Klaasen ,20,21,0,1,95.23,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,7,Abdul Samad,19,18,1,1,105.55,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,8,Shahbaz Ahmed,7,5,1,0,140.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,9,Pat Cummins (c),5,7,1,0,71.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,10,Bhuvneshwar Kumar,4,3,0,0,133.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,SRH,11,Jaydev Unadkat,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
GT vs RCB,GT,1,Wriddhiman Saha ,5,4,1,0,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,GT,2,Shubman Gill (c),16,19,1,0,84.21,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,GT,3,Sai Sudharsan,84,49,8,4,171.42,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,GT,4,M Shahrukh Khan,58,30,3,5,193.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,GT,5,David Miller,26,19,2,1,136.84,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,RCB,1,Virat Kohli,70,44,6,3,159.09,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,RCB,2,Faf du Plessis (c),24,12,1,3,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,RCB,3,Will Jacks,100,41,5,10,243.90,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
LSG vs RR,LSG,1,Quinton de Kock,8,3,2,0,266.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,2,KL Rahul (c),76,48,8,2,158.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,3,Marcus Stoinis,0,4,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,4,Deepak Hooda,50,31,7,0,161.29,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,5,Nicholas Pooran,11,11,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,6,Ayush Badoni,18,13,1,0,138.46,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,LSG,7,Krunal Pandya,15,11,1,0,136.36,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,RR,1,Yashasvi Jaiswal,24,18,3,1,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,RR,2,Jos Buttler,34,18,4,1,188.88,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,RR,3,Sanju Samson (c),71,33,7,4,215.15,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,RR,4,Riyan Parag,14,11,0,1,127.27,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,RR,5,Dhruv Jurel,52,34,5,2,152.94,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
DC vs MI,DC,1,Jake Fraser-McGurk,84,27,11,6,311.11,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,DC,2,Abishek Porel,36,27,3,1,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,DC,3,Shai Hope,41,17,0,5,241.17,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,DC,4,Rishabh Pant (c),29,19,2,2,152.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,DC,5,Tristan Stubbs,48,25,6,2,192.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,DC,6,Axar Patel,11,6,0,1,183.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,1,Ishan Kishan ,20,14,4,0,142.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,2,Rohit Sharma,8,8,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,3,Suryakumar Yadav,26,13,3,2,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,4,Tilak Varma,63,32,4,4,196.87,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,5,Hardik Pandya (c),46,24,4,3,191.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,6,Nehal Wadhera,4,2,1,0,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,7,Tim David,37,17,2,3,217.64,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,8,Mohammad Nabi,7,4,0,1,175.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,9,Piyush Chawla,10,4,1,1,250.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,MI,10,Luke Wood,9,3,0,1,300.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
KKR vs PBKS,KKR,1,Phil Salt ,75,37,6,6,202.70,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,2,Sunil Narine,71,32,9,4,221.87,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,3,Venkatesh Iyer,39,23,3,2,169.56,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,4,Andre Russell,24,12,2,2,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,5,Shreyas Iyer (c),28,10,1,3,280.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,6,Rinku Singh,5,4,1,0,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,KKR,7,Ramandeep Singh,6,3,0,1,200.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,PBKS,1,Prabhsimran Singh,54,20,4,5,270.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,PBKS,2,Jonny Bairstow,108,48,8,9,225.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,PBKS,3,Rilee Rossouw,26,16,1,2,162.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,PBKS,4,Shashank Singh,68,28,2,8,242.85,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
RCB vs SRH,RCB,1,Virat Kohli,51,43,4,1,118.60,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,2,Faf du Plessis (c),25,12,3,1,208.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,3,Will Jacks,6,9,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,4,Rajat Patidar,50,20,2,5,250.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,5,Cameron Green,37,20,5,0,185.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,6,Mahipal Lomror,7,4,1,0,175.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,7,Dinesh Karthik ,11,6,2,0,183.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,RCB,8,Swapnil Singh,12,6,1,1,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,SRH,1,Abhishek Sharma,31,13,3,2,238.46,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
