Match,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,Dots,Fours,Sixes,WD,NB,Matchlink
DC vs KKR,KKR,Sumit Kumar,2.0,0,19,0,9.5,2,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,KKR,Axar Patel,1.0,0,18,0,18.0,1,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,KKR,Mitchell Marsh,3.0,0,37,1,12.33,4,3,2,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Mitchell Starc,3.0,0,25,2,8.33,10,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Vaibhav Arora,4.0,0,27,3,6.75,13,4,0,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Andre Russell,1.2,0,14,1,10.5,4,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Sunil Narine,4.0,0,29,1,7.25,12,0,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Varun Chakravarthy,4.0,0,33,3,8.25,10,2,2,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
KKR vs DC,DC,Venkatesh Iyer,1.0,0,28,0,28.0,0,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
RCB vs LSG,LSG,Reece Topley,4.0,0,39,1,9.75,11,3,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,LSG,Yash Dayal,4.0,0,24,1,6.0,12,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,LSG,Mohammed Siraj,4.0,0,47,1,11.75,11,2,5,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,LSG,Glenn Maxwell,4.0,0,23,2,5.75,12,0,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,LSG,Mayank Dagar,2.0,0,23,0,11.5,2,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,LSG,Cameron Green,2.0,0,25,0,12.5,3,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Manimaran Siddharth,3.0,0,21,1,7.0,7,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Krunal Pandya,1.0,0,10,0,10.0,0,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Naveen-ul-Haq,3.4,0,25,2,6.81,14,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Mayank Yadav,4.0,0,14,3,3.5,17,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Ravi Bishnoi,3.0,0,33,0,11.0,6,1,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Yash Thakur,4.0,0,38,1,9.5,7,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,RCB,Marcus Stoinis,1.0,0,9,1,9.0,3,0,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RR vs MI,MI,Trent Boult,4.0,0,22,3,5.5,14,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,MI,Nandre Burger,4.0,0,32,2,8.0,15,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,MI,Avesh Khan,4.0,0,30,1,7.5,10,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,MI,Yuzvendra Chahal,4.0,0,11,3,2.75,16,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,MI,Ravichandran Ashwin,4.0,0,27,0,6.75,6,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,RR,Kwena Maphaka,2.0,0,23,1,11.5,5,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,RR,Jasprit Bumrah,4.0,0,26,0,6.5,16,3,0,5,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,RR,Akash Madhwal,4.0,0,20,3,5.0,9,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,RR,Gerald Coetzee,2.3,0,36,0,14.4,5,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,RR,Piyush Chawla,3.0,0,18,0,6.0,6,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
CSK vs DC,DC,Deepak Chahar,4.0,0,42,0,10.5,9,3,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,DC,Tushar Deshpande,4.0,0,24,0,6.0,12,3,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,DC,Mustafizur Rahman,4.0,0,47,1,11.75,5,6,1,1,2,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,DC,Ravindra Jadeja,4.0,0,43,1,10.75,5,1,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,DC,Matheesha Pathirana,4.0,0,31,3,7.75,10,3,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Khaleel Ahmed,4.0,1,21,2,5.25,15,1,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Ishant Sharma,3.0,0,23,0,7.66,7,3,0,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Anrich Nortje,4.0,0,43,0,10.75,7,3,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Axar Patel,3.0,0,20,1,6.66,5,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Rasikh Salam,2.0,0,25,0,12.5,2,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Mitchell Marsh,1.0,0,14,0,14.0,0,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,CSK,Mukesh Kumar,3.0,0,21,3,7.0,8,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
GT vs SRH,SRH,Azmatullah Omarzai,3.0,0,24,1,8.0,9,4,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,SRH,Umesh Yadav,3.0,0,28,1,9.33,8,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,SRH,Rashid Khan,4.0,0,33,1,8.25,7,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,SRH,Noor Ahmad,4.0,0,32,1,8.0,10,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,SRH,Mohit Sharma,4.0,0,25,3,6.25,6,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,SRH,Darshan Nalkande,2.0,0,18,0,9.0,2,0,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Bhuvneshwar Kumar,4.0,0,27,0,6.75,9,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Shahbaz Ahmed,2.0,0,20,1,10.0,2,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Jaydev Unadkat,3.1,0,33,0,10.42,5,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Washington Sundar,3.0,0,27,0,9.0,1,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Mayank Markande,3.0,0,33,1,11.0,4,2,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,GT,Pat Cummins,4.0,0,28,1,7.0,7,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
PBKS vs LSG,LSG,Sam Curran,4.0,0,28,3,7.0,10,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,LSG,Arshdeep Singh,3.0,0,30,2,10.0,5,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,LSG,Kagiso Rabada,4.0,0,38,1,9.5,10,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,LSG,Rahul Chahar,3.0,0,42,1,14.0,1,1,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,LSG,Harpreet Brar,2.0,0,14,0,7.0,4,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,LSG,Harshal Patel,4.0,0,45,0,11.25,6,5,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Manimaran Siddharth,2.0,0,21,0,10.5,5,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Naveen-ul-Haq,4.0,0,43,0,10.75,5,4,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Mohsin Khan,4.0,0,34,2,8.5,10,3,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Krunal Pandya,3.0,0,26,0,8.66,5,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Ravi Bishnoi,3.0,0,25,0,8.33,7,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,PBKS,Mayank Yadav,4.0,0,27,3,6.75,12,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
KKR vs RCB,RCB,Mitchell Starc,4.0,0,47,0,11.75,7,4,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,RCB,Harshit Rana,4.0,0,39,2,9.75,6,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,RCB,Anukul Roy,2.0,0,6,0,3.0,7,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,RCB,Sunil Narine,4.0,0,40,1,10.0,6,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,RCB,Andre Russell,4.0,0,29,2,7.25,12,0,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,RCB,Varun Chakravarthy,2.0,0,20,0,10.0,3,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Mohammed Siraj,3.0,0,46,0,15.33,3,1,5,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Yash Dayal,4.0,0,46,1,11.5,8,4,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Alzarri Joseph,2.0,0,34,0,17.0,5,2,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Mayank Dagar,2.5,0,23,1,8.11,6,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Vijaykumar Vyshak,4.0,0,23,1,5.75,6,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,KKR,Cameron Green,1.0,0,7,0,7.0,2,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
DC vs RR,RR,Khaleel Ahmed,4.0,0,24,1,6.0,14,2,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,RR,Mukesh Kumar,4.0,0,49,1,12.25,8,7,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,RR,Anrich Nortje,4.0,0,48,1,12.0,8,4,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,RR,Axar Patel,4.0,0,21,1,5.25,6,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,RR,Kuldeep Yadav,4.0,0,41,1,10.25,5,1,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Trent Boult,3.0,0,29,0,9.66,8,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Nandre Burger,3.0,0,29,2,9.66,9,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Ravichandran Ashwin,3.0,0,30,0,10.0,4,1,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Avesh Khan,4.0,0,29,1,7.25,8,4,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Yuzvendra Chahal,3.0,0,19,2,6.33,7,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,DC,Sandeep Sharma,4.0,0,36,0,9.0,3,2,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
MI vs SRH,SRH,Kwena Maphaka,4.0,0,66,0,16.5,7,7,5,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,SRH,Hardik Pandya,4.0,0,46,1,11.5,5,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,SRH,Jasprit Bumrah,4.0,0,36,0,9.0,4,2,1,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,SRH,Gerald Coetzee,4.0,0,57,1,14.25,3,4,3,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,SRH,Piyush Chawla,2.0,0,34,1,17.0,1,0,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,SRH,Shams Mulani,2.0,0,33,0,16.5,1,1,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Bhuvneshwar Kumar,4.0,0,53,0,13.25,7,3,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Jaydev Unadkat,4.0,0,47,2,11.75,6,4,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Shahbaz Ahmed,3.0,0,39,1,13.0,5,1,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Pat Cummins,4.0,0,35,2,8.75,7,1,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Umran Malik,1.0,0,15,0,15.0,2,0,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,MI,Mayank Markande,4.0,0,52,0,13.0,5,3,4,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
GT vs CSK,CSK,Azmatullah Omarzai,3.0,0,30,0,10.0,7,4,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
GT vs CSK,CSK,Umesh Yadav,2.0,0,27,0,13.5,5,3,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
GT vs CSK,CSK,Rashid Khan,4.0,0,49,2,12.25,4,4,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
GT vs CSK,CSK,Sai Kishore,3.0,0,28,1,9.33,6,0,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
GT vs CSK,CSK,Spencer Johnson,4.0,0,35,1,8.75,8,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
GT vs CSK,CSK,Mohit Sharma,4.0,0,36,1,9.0,4,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Deepak Chahar,4.0,0,28,2,7.0,11,2,1,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Mustafizur Rahman,4.0,0,30,2,7.5,10,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Tushar Deshpande,4.0,0,21,2,5.25,12,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Ravindra Jadeja,2.0,0,15,0,7.5,2,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Daryl Mitchell,2.0,0,18,1,9.0,2,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,GT,Matheesha Pathirana,4.0,0,29,1,7.25,13,2,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
RCB vs PBKS,PBKS,Mohammed Siraj,4.0,0,26,2,6.5,12,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
RCB vs PBKS,PBKS,Yash Dayal,4.0,0,23,1,5.75,13,3,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
RCB vs PBKS,PBKS,Alzarri Joseph,4.0,0,43,1,10.75,8,4,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
RCB vs PBKS,PBKS,Cameron Green,2.0,0,19,0,9.5,3,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
RCB vs PBKS,PBKS,Mayank Dagar,3.0,0,34,0,11.33,4,1,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
RCB vs PBKS,PBKS,Glenn Maxwell,3.0,0,29,2,9.66,6,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
PBKS vs RCB,RCB,Sam Curran,3.0,0,30,1,10.0,7,6,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-punjab-kings-6th-match-1422124/full-scorecard
