Match,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,Dots,Fours,Sixes,WD,NB,Matchlink
SRH vs CSK,CSK,Nitish Kumar Reddy,1.0,0,8,0,8.0,2,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,CSK,Shahbaz Ahmed,3.0,0,33,0,11.0,3,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,CSK,T Natarajan,4.0,0,43,1,10.75,8,3,3,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,CSK,Jaydev Unadkat,4.0,0,38,1,9.5,3,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
SRH vs CSK,CSK,Pat Cummins,4.0,0,49,0,12.25,4,4,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Deepak Chahar,3.0,0,22,0,7.33,5,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Tushar Deshpande,3.0,0,27,4,9.0,6,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Mustafizur Rahman,2.5,0,19,2,6.7,6,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Ravindra Jadeja,4.0,0,22,1,5.5,8,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Shardul Thakur,4.0,0,27,1,6.75,8,3,0,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
CSK vs SRH,SRH,Matheesha Pathirana,2.0,0,17,2,8.5,3,0,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1426284/full-scorecard
RCB vs GT,GT,Swapnil Singh,3.0,0,23,1,7.66,5,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,GT,Mohammed Siraj,4.0,0,34,1,8.5,9,3,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,GT,Yash Dayal,4.0,0,34,0,8.5,9,2,1,3,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,GT,Glenn Maxwell,3.0,0,28,1,9.33,5,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,GT,Karn Sharma,3.0,0,38,0,12.66,4,1,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RCB vs GT,GT,Cameron Green,3.0,0,42,0,14.0,2,5,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Azmatullah Omarzai,2.0,0,18,0,9.0,7,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Sandeep Warrier,1.0,0,15,0,15.0,1,1,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Sai Kishore,3.0,0,30,1,10.0,4,0,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Rashid Khan,4.0,0,51,0,12.75,4,3,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Noor Ahmad,4.0,0,43,0,10.75,6,4,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
GT vs RCB,RCB,Mohit Sharma,2.0,0,41,0,20.5,3,3,4,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-1426283/full-scorecard
RR vs LSG,LSG,Trent Boult,4.0,0,41,1,10.25,9,6,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,LSG,Sandeep Sharma,4.0,0,31,2,7.75,7,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,LSG,Avesh Khan,4.0,0,42,1,10.5,7,2,2,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,LSG,Ravichandran Ashwin,4.0,0,39,1,9.75,6,4,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
RR vs LSG,LSG,Yuzvendra Chahal,4.0,0,41,0,10.25,3,5,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Matt Henry,3.0,0,32,0,10.66,7,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Mohsin Khan,4.0,0,52,0,13.0,5,5,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Yash Thakur,4.0,0,50,1,12.5,4,7,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Marcus Stoinis,1.0,0,3,1,3.0,3,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Krunal Pandya,4.0,0,24,0,6.0,5,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Amit Mishra,2.0,0,20,1,10.0,5,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
LSG vs RR,RR,Ravi Bishnoi,1.0,0,16,0,16.0,1,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-rajasthan-royals-44th-match-1426282/full-scorecard
MI vs DC,DC,Luke Wood,4.0,0,68,1,17.0,5,9,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,DC,Jasprit Bumrah,4.0,0,35,1,8.75,10,2,2,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,DC,Nuwan Thushara,4.0,0,56,0,14.0,3,6,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,DC,Piyush Chawla,4.0,0,36,1,9.0,7,2,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,DC,Hardik Pandya,2.0,0,41,0,20.5,4,3,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
MI vs DC,DC,Mohammad Nabi,2.0,0,20,1,10.0,2,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Lizaad Williams,3.0,0,34,0,11.33,6,4,0,3,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Khaleel Ahmed,4.0,0,45,2,11.25,7,4,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Mukesh Kumar,4.0,0,59,3,14.75,6,5,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Kuldeep Yadav,3.0,0,47,0,15.66,2,5,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Axar Patel,2.0,0,24,0,12.0,1,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
DC vs MI,MI,Rasikh Salam,4.0,0,34,3,8.5,8,1,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-mumbai-indians-43rd-match-1426281/full-scorecard
PBKS vs KKR,KKR,Sam Curran,4.0,0,60,1,15.0,6,5,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,KKR,Arshdeep Singh,4.0,0,45,2,11.25,10,3,3,5,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,KKR,Harshal Patel,3.0,0,48,1,16.0,6,3,5,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,KKR,Kagiso Rabada,3.0,0,52,0,17.33,2,7,2,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,KKR,Rahul Chahar,4.0,0,33,1,8.25,9,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
PBKS vs KKR,KKR,Harpreet Brar,2.0,0,21,0,10.5,3,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Dushmantha Chameera,3.0,0,48,0,16.0,6,3,5,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Harshit Rana,4.0,0,61,0,15.25,5,3,6,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Anukul Roy,2.0,0,36,0,18.0,2,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Sunil Narine,4.0,0,24,1,6.0,12,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Varun Chakravarthy,3.0,0,46,0,15.33,2,1,5,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Andre Russell,2.0,0,36,0,18.0,2,1,4,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
KKR vs PBKS,PBKS,Ramandeep Singh,0.4,0,9,0,13.5,0,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-punjab-kings-42nd-match-1426280/full-scorecard
SRH vs RCB,RCB,Abhishek Sharma,1.0,0,10,0,10.0,0,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,Bhuvneshwar Kumar,1.0,0,14,0,14.0,1,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,Pat Cummins,4.0,0,55,1,13.75,1,8,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,T Natarajan,4.0,0,39,2,9.75,7,3,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,Shahbaz Ahmed,3.0,0,14,0,4.66,7,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,Mayank Markande,3.0,0,42,1,14.0,2,0,5,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
SRH vs RCB,RCB,Jaydev Unadkat,4.0,0,30,3,7.5,5,2,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Will Jacks,2.0,0,23,1,11.5,3,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Mohammed Siraj,4.0,0,20,0,5.0,11,1,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Yash Dayal,3.0,0,18,1,6.0,8,1,0,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Swapnil Singh,3.0,0,40,2,13.33,3,1,4,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Karn Sharma,4.0,0,29,2,7.25,10,2,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Lockie Ferguson,2.0,0,28,0,14.0,2,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
RCB vs SRH,SRH,Cameron Green,2.0,0,12,2,6.0,7,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-1426279/full-scorecard
GT vs DC,DC,Azmatullah Omarzai,4.0,0,33,0,8.25,11,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,Sandeep Warrier,3.0,0,15,3,5.0,12,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,Rashid Khan,4.0,0,35,0,8.75,8,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,Noor Ahmad,3.0,0,36,1,12.0,4,2,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,Mohit Sharma,4.0,0,73,0,18.25,2,4,7,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,M Shahrukh Khan,1.0,0,8,0,8.0,3,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
GT vs DC,DC,Sai Kishore,1.0,0,22,0,22.0,0,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Khaleel Ahmed,2.0,0,26,0,13.0,2,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Anrich Nortje,3.0,0,48,1,16.0,6,5,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Rasikh Salam,4.0,0,44,3,11.0,8,4,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Mukesh Kumar,4.0,0,41,1,10.25,7,6,1,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Axar Patel,3.0,0,28,1,9.33,4,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
DC vs GT,GT,Kuldeep Yadav,4.0,0,29,2,7.25,5,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-gujarat-titans-40th-match-1426278/full-scorecard
LSG vs CSK,CSK,Matt Henry,4.0,0,28,1,7.0,9,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
LSG vs CSK,CSK,Mohsin Khan,4.0,0,50,1,12.5,6,5,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
LSG vs CSK,CSK,Ravi Bishnoi,2.0,0,19,0,9.5,2,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
LSG vs CSK,CSK,Yash Thakur,4.0,0,47,1,11.75,9,3,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
LSG vs CSK,CSK,Marcus Stoinis,4.0,0,49,0,12.25,5,3,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
LSG vs CSK,CSK,Krunal Pandya,2.0,0,15,0,7.5,3,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Deepak Chahar,2.0,0,11,1,5.5,7,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Tushar Deshpande,3.0,0,34,0,11.33,6,2,2,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Mustafizur Rahman,3.3,0,51,1,14.57,8,5,4,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Shardul Thakur,3.0,0,42,0,14.0,0,4,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Moeen Ali,2.0,0,21,0,10.5,1,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Ravindra Jadeja,2.0,0,16,0,8.0,3,0,1,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
CSK vs LSG,LSG,Matheesha Pathirana,4.0,0,35,2,8.75,8,5,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-lucknow-super-giants-39th-match-1426277/full-scorecard
RR vs MI,MI,Trent Boult,4.0,0,32,2,8.0,10,3,1,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
RR vs MI,MI,Sandeep Sharma,4.0,0,18,5,4.5,13,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
RR vs MI,MI,Avesh Khan,4.0,0,49,1,12.25,7,4,3,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
RR vs MI,MI,Ravichandran Ashwin,4.0,0,31,0,7.75,4,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
RR vs MI,MI,Yuzvendra Chahal,4.0,0,48,1,12.0,6,4,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Hardik Pandya,2.0,0,21,0,10.5,3,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Jasprit Bumrah,4.0,0,37,0,9.25,10,5,1,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Nuwan Thushara,3.0,0,28,0,9.33,2,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Gerald Coetzee,2.0,0,25,0,12.5,7,2,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Mohammad Nabi,3.0,0,30,0,10.0,6,1,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Piyush Chawla,4.0,0,33,1,8.25,8,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
MI vs RR,RR,Tilak Varma,0.4,0,8,0,12.0,0,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-mumbai-indians-38th-match-1426276/full-scorecard
GT vs PBKS,PBKS,Azmatullah Omarzai,2.0,0,13,0,6.5,7,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,Sandeep Warrier,1.0,0,21,0,21.0,2,3,1,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,Mohit Sharma,4.0,0,32,2,8.0,10,4,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,Rashid Khan,4.0,0,15,1,3.75,11,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,Noor Ahmad,4.0,0,20,2,5.0,10,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,Sai Kishore,4.0,0,33,4,8.25,11,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
GT vs PBKS,PBKS,M Shahrukh Khan,1.0,0,7,0,7.0,1,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
PBKS vs GT,GT,Kagiso Rabada,4.0,0,40,0,10.0,8,6,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
PBKS vs GT,GT,Arshdeep Singh,2.1,0,17,1,7.84,3,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
PBKS vs GT,GT,Harshal Patel,3.0,0,15,3,5.0,8,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-gujarat-titans-37th-match-1426275/full-scorecard
